id,symbol,datetime,price,volume,bid_price,bid_volume,ask_price,ask_volume
1,SHFE.au,2024-01-01 09:00:00.000000,100.6958862076,76,100.5951903213924,48,100.79658209380759,27
2,SHFE.au,2024-01-01 09:00:05.000000,99.94783706806435,27,99.84788923099629,47,100.0477849051324,21
3,SHFE.au,2024-01-01 09:00:10.000000,99.32226842433593,38,99.2229461559116,15,99.42159069276026,9
4,SHFE.au,2024-01-01 09:00:15.000000,100.02821338483173,10,99.9281851714469,3,100.12824159821655,48
5,SHFE.au,2024-01-01 09:00:20.000000,100.81563205331639,76,100.71481642126308,38,100.9164476853697,15
6,SHFE.au,2024-01-01 09:00:25.000000,100.92130711065134,11,100.82038580354069,27,101.02222841776198,48
7,SHFE.au,2024-01-01 09:00:30.000000,99.94039719393982,60,99.84045679674588,18,100.04033759113375,12
8,SHFE.au,2024-01-01 09:00:35.000000,100.07647850498437,40,99.97640202647938,31,100.17655498348934,34
9,SHFE.au,2024-01-01 09:00:40.000000,100.8508610310989,34,100.7500101700678,29,100.95171189212999,24
10,SHFE.au,2024-01-01 09:00:45.000000,100.11342029282837,21,100.01330687253554,17,100.21353371312118,41
11,SHFE.au,2024-01-01 09:00:50.000000,99.53106636302157,17,99.43153529665854,43,99.63059742938458,47
12,SHFE.au,2024-01-01 09:00:55.000000,99.10594177158815,14,99.00683582981657,14,99.20504771335973,34
13,SHFE.au,2024-01-01 09:01:00.000000,99.97374003682006,51,99.87376629678324,20,100.07371377685688,38
14,SHFE.au,2024-01-01 09:01:05.000000,100.71337574643363,40,100.61266237068719,38,100.81408912218005,3
15,SHFE.au,2024-01-01 09:01:10.000000,101.16657076921992,7,101.0654041984507,29,101.26773733998913,17
16,SHFE.au,2024-01-01 09:01:15.000000,100.64163563895873,33,100.54099400331977,17,100.74227727459768,17
17,SHFE.au,2024-01-01 09:01:20.000000,100.4778729421583,62,100.37739506921613,36,100.57835081510045,9
18,SHFE.au,2024-01-01 09:01:25.000000,101.26405827342734,20,101.16279421515391,40,101.36532233170075,28
19,SHFE.au,2024-01-01 09:01:30.000000,101.96210013210384,21,101.86013803197174,4,102.06406223223594,47
20,SHFE.au,2024-01-01 09:01:35.000000,101.87360606381012,47,101.77173245774631,28,101.97547966987392,8
21,SHFE.au,2024-01-01 09:01:40.000000,101.91691862956148,36,101.81500171093192,48,102.01883554819103,37
22,SHFE.au,2024-01-01 09:01:45.000000,101.77256667980339,92,101.67079411312359,29,101.87433924648319,31
23,SHFE.au,2024-01-01 09:01:50.000000,101.29038127809237,48,101.18909089681428,0,101.39167165937045,7
24,SHFE.au,2024-01-01 09:01:55.000000,101.84318117123455,41,101.74133799006331,28,101.94502435240577,46
25,SHFE.au,2024-01-01 09:02:00.000000,102.69258420690308,38,102.58989162269617,41,102.79527679110997,26
26,SHFE.au,2024-01-01 09:02:05.000000,102.46886664553406,8,102.36639777888853,32,102.57133551217959,4
27,SHFE.au,2024-01-01 09:02:10.000000,102.77327793143694,55,102.6705046535055,49,102.87605120936836,22
28,SHFE.au,2024-01-01 09:02:15.000000,102.78587769682647,17,102.68309181912964,19,102.88866357452329,17
29,SHFE.au,2024-01-01 09:02:20.000000,103.63891604300153,69,103.53527712695853,9,103.74255495904453,41
30,SHFE.au,2024-01-01 09:02:25.000000,103.77945547039276,36,103.67567601492237,34,103.88323492586315,9
31,SHFE.au,2024-01-01 09:02:30.000000,104.10609400226413,44,104.00198790826187,29,104.21020009626638,30
32,SHFE.au,2024-01-01 09:02:35.000000,104.48862030126261,38,104.38413168096135,33,104.59310892156387,41
33,SHFE.au,2024-01-01 09:02:40.000000,105.19852389056541,69,105.09332536667485,14,105.30372241445596,1
34,SHFE.au,2024-01-01 09:02:45.000000,104.7232028526802,50,104.61847964982752,41,104.82792605553287,25
35,SHFE.au,2024-01-01 09:02:50.000000,103.82526986637951,50,103.72144459651314,24,103.92909513624588,47
36,SHFE.au,2024-01-01 09:02:55.000000,103.61147960174094,22,103.5078681221392,43,103.71509108134266,38
37,SHFE.au,2024-01-01 09:03:00.000000,104.63031812014238,30,104.52568780202223,7,104.7349484382625,14
38,SHFE.au,2024-01-01 09:03:05.000000,103.77425762535512,36,103.67048336772976,34,103.87803188298047,38
39,SHFE.au,2024-01-01 09:03:10.000000,103.13722906969791,70,103.03409184062821,25,103.2403662987676,33
40,SHFE.au,2024-01-01 09:03:15.000000,103.46724321756037,59,103.3637759743428,26,103.57071046077792,31
41,SHFE.au,2024-01-01 09:03:20.000000,103.07319404467927,58,102.97012085063459,0,103.17626723872394,39
42,SHFE.au,2024-01-01 09:03:25.000000,103.07386257429033,5,102.97078871171604,31,103.17693643686461,47
43,SHFE.au,2024-01-01 09:03:30.000000,103.76995907076706,8,103.6661891116963,26,103.87372902983782,33
44,SHFE.au,2024-01-01 09:03:35.000000,103.43655443217226,51,103.33311787774008,27,103.53999098660442,37
45,SHFE.au,2024-01-01 09:03:40.000000,102.70956612284898,24,102.60685655672613,9,102.81227568897182,34
46,SHFE.au,2024-01-01 09:03:45.000000,103.07857084118642,22,102.97549227034523,42,103.1816494120276,42
47,SHFE.au,2024-01-01 09:03:50.000000,102.95866647352408,63,102.85570780705055,48,103.06162513999759,47
48,SHFE.au,2024-01-01 09:03:55.000000,103.87727827549138,10,103.77340099721589,15,103.98115555376685,19
49,SHFE.au,2024-01-01 09:04:00.000000,102.91254954193236,38,102.80963699239044,2,103.01546209147429,13
50,SHFE.au,2024-01-01 09:04:05.000000,102.98703593194827,91,102.88404889601632,29,103.0900229678802,46
51,SHFE.au,2024-01-01 09:04:10.000000,102.61866528762366,21,102.51604662233603,35,102.72128395291126,16
52,SHFE.au,2024-01-01 09:04:15.000000,103.20704084621119,73,103.10383380536497,32,103.31024788705739,37
53,SHFE.au,2024-01-01 09:04:20.000000,103.52152984663664,89,103.41800831679001,22,103.62505137648327,0
54,SHFE.au,2024-01-01 09:04:25.000000,104.20586635174548,44,104.10166048539374,46,104.31007221809722,16
55,SHFE.au,2024-01-01 09:04:30.000000,104.69691409065348,82,104.59221717656283,43,104.80161100474412,3
56,SHFE.au,2024-01-01 09:04:35.000000,105.58167818455465,24,105.4760965063701,22,105.6872598627392,37
57,SHFE.au,2024-01-01 09:04:40.000000,106.32618960408374,19,106.21986341447965,29,106.43251579368781,41
58,SHFE.au,2024-01-01 09:04:45.000000,106.2918266934444,53,106.18553486675096,5,106.39811852013784,7
59,SHFE.au,2024-01-01 09:04:50.000000,105.7573247407125,63,105.6515674159718,35,105.86308206545321,12
60,SHFE.au,2024-01-01 09:04:55.000000,105.77414467077597,31,105.66837052610519,8,105.87991881544673,33
61,SHFE.au,2024-01-01 09:05:00.000000,106.31272321549802,70,106.20641049228253,42,106.4190359387135,45
62,SHFE.au,2024-01-01 09:05:05.000000,105.91870914793446,21,105.81279043878654,1,106.0246278570824,11
63,SHFE.au,2024-01-01 09:05:10.000000,105.40485435087217,44,105.2994494965213,35,105.51025920522304,5
64,SHFE.au,2024-01-01 09:05:15.000000,105.10248557223046,12,104.99738308665823,23,105.20758805780268,25
65,SHFE.au,2024-01-01 09:05:20.000000,105.64458683937634,23,105.53894225253697,16,105.7502314262157,36
66,SHFE.au,2024-01-01 09:05:25.000000,106.32133531730169,99,106.21501398198438,46,106.42765665261898,38
67,SHFE.au,2024-01-01 09:05:30.000000,106.35290296612212,67,106.246550063156,4,106.45925586908822,40
68,SHFE.au,2024-01-01 09:05:35.000000,105.48107424537396,26,105.37559317112859,39,105.58655531961932,31
69,SHFE.au,2024-01-01 09:05:40.000000,104.5388461370375,87,104.43430729090046,44,104.64338498317453,23
70,SHFE.au,2024-01-01 09:05:45.000000,105.25630292880055,41,105.15104662587176,25,105.36155923172934,25
71,SHFE.au,2024-01-01 09:05:50.000000,105.32865652283641,46,105.22332786631357,16,105.43398517935924,48
72,SHFE.au,2024-01-01 09:05:55.000000,105.32435517584351,59,105.21903082066767,27,105.42967953101935,29
73,SHFE.au,2024-01-01 09:06:00.000000,105.31079559334712,14,105.20548479775377,46,105.41610638894046,38
74,SHFE.au,2024-01-01 09:06:05.000000,104.59490209242378,44,104.49030719033135,33,104.6994969945162,13
75,SHFE.au,2024-01-01 09:06:10.000000,105.3342431175655,29,105.22890887444794,49,105.43957736068306,32
76,SHFE.au,2024-01-01 09:06:15.000000,106.26985605639904,44,106.16358620034264,37,106.37612591245542,35
77,SHFE.au,2024-01-01 09:06:20.000000,105.94848207921909,43,105.84253359713988,0,106.0544305612983,18
78,SHFE.au,2024-01-01 09:06:25.000000,105.10384743868178,3,104.9987435912431,27,105.20895128612045,47
79,SHFE.au,2024-01-01 09:06:30.000000,104.75014467894887,39,104.64539453426993,39,104.8548948236278,44
80,SHFE.au,2024-01-01 09:06:35.000000,105.15953502280983,26,105.05437548778703,37,105.26469455783263,18
81,SHFE.au,2024-01-01 09:06:40.000000,104.78585859046404,57,104.68107273187358,43,104.89064444905449,30
82,SHFE.au,2024-01-01 09:06:45.000000,104.64707177588376,92,104.54242470410787,44,104.75171884765963,7
83,SHFE.au,2024-01-01 09:06:50.000000,104.1534540925826,88,104.04930063849002,18,104.25760754667517,4
84,SHFE.au,2024-01-01 09:06:55.000000,104.19781395134214,26,104.0936161373908,23,104.30201176529347,3
85,SHFE.au,2024-01-01 09:07:00.000000,104.7851639639134,39,104.6803787999495,12,104.8899491278773,15
86,SHFE.au,2024-01-01 09:07:05.000000,104.25991138656691,54,104.15565147518035,25,104.36417129795346,36
87,SHFE.au,2024-01-01 09:07:10.000000,103.27453646320677,50,103.17126192674357,27,103.37781099966996,12
88,SHFE.au,2024-01-01 09:07:15.000000,103.8072746467301,92,103.70346737208337,4,103.9110819213768,46
89,SHFE.au,2024-01-01 09:07:20.000000,104.39107736694912,73,104.28668628958216,15,104.49546844431606,41
90,SHFE.au,2024-01-01 09:07:25.000000,103.91264099259682,3,103.80872835160423,21,104.01655363358941,38
91,SHFE.au,2024-01-01 09:07:30.000000,104.55006050185041,59,104.44551044134856,6,104.65461056235225,12
92,SHFE.au,2024-01-01 09:07:35.000000,105.48135269482285,86,105.37587134212802,38,105.58683404751766,21
93,SHFE.au,2024-01-01 09:07:40.000000,104.67977897217084,59,104.57509919319867,2,104.78445875114299,14
94,SHFE.au,2024-01-01 09:07:45.000000,104.74346968024363,43,104.63872621056339,32,104.84821314992386,18
95,SHFE.au,2024-01-01 09:07:50.000000,105.51148941558361,1,105.40597792616802,35,105.61700090499919,21
96,SHFE.au,2024-01-01 09:07:55.000000,106.55833897567699,83,106.45178063670132,38,106.66489731465265,29
97,SHFE.au,2024-01-01 09:08:00.000000,107.04358387983588,67,106.93654029595605,31,107.15062746371571,33
98,SHFE.au,2024-01-01 09:08:05.000000,107.64076812226824,44,107.53312735414598,41,107.7484088903905,0
99,SHFE.au,2024-01-01 09:08:10.000000,108.48739716642122,0,108.37890976925479,18,108.59588456358763,15
100,SHFE.au,2024-01-01 09:08:15.000000,107.55350701176316,91,107.4459535047514,40,107.66106051877492,38
101,SHFE.au,2024-01-01 09:08:20.000000,108.49734353129519,18,108.38884618776389,49,108.60584087482647,7
102,SHFE.au,2024-01-01 09:08:25.000000,107.8161018562888,31,107.70828575443251,40,107.92391795814507,23
103,SHFE.au,2024-01-01 09:08:30.000000,106.80382382410284,3,106.69702000027873,3,106.91062764792693,24
104,SHFE.au,2024-01-01 09:08:35.000000,106.6669044438248,25,106.56023753938098,45,106.77357134826862,36
105,SHFE.au,2024-01-01 09:08:40.000000,106.26378081165257,62,106.1575170308409,26,106.37004459246421,25
106,SHFE.au,2024-01-01 09:08:45.000000,105.45822666891847,29,105.35276844224956,7,105.56368489558737,6
107,SHFE.au,2024-01-01 09:08:50.000000,104.99056244082146,9,104.88557187838065,9,105.09555300326227,49
108,SHFE.au,2024-01-01 09:08:55.000000,104.15374650052284,51,104.04959275402231,28,104.25790024702336,16
109,SHFE.au,2024-01-01 09:09:00.000000,103.15548224218902,61,103.05232675994684,38,103.2586377244312,1
110,SHFE.au,2024-01-01 09:09:05.000000,102.84491027352821,82,102.74206536325468,15,102.94775518380173,10
