timestamp,price,volume
2024-01-01 09:00:00,100.16234453280813,14
2024-01-01 09:00:05,99.53070613476861,67
2024-01-01 09:00:10,98.72352014952817,33
2024-01-01 09:00:15,99.43714238275447,96
2024-01-01 09:00:20,99.6639377854062,7
2024-01-01 09:00:25,100.05452083791727,69
2024-01-01 09:00:30,100.43858917374037,9
2024-01-01 09:00:35,100.24983696986591,58
2024-01-01 09:00:40,100.58544199943125,91
2024-01-01 09:00:45,100.47843005490891,42
2024-01-01 09:00:50,101.13014803017397,54
2024-01-01 09:00:55,102.13899958988418,11
2024-01-01 09:01:00,101.30082545158781,54
2024-01-01 09:01:05,100.63046376888245,42
2024-01-01 09:01:10,100.94105325795101,22
2024-01-01 09:01:15,100.77278268383111,94
2024-01-01 09:01:20,100.74922337710748,40
2024-01-01 09:01:25,100.69163767581634,86
2024-01-01 09:01:30,99.72407238793835,1
2024-01-01 09:01:35,98.86909597545178,50
2024-01-01 09:01:40,99.26179248378976,5
2024-01-01 09:01:45,98.37815490167901,95
2024-01-01 09:01:50,97.81820308345927,87
2024-01-01 09:01:55,97.35807976448459,89
2024-01-01 09:02:00,97.87144116569218,65
2024-01-01 09:02:05,97.2588791190915,20
2024-01-01 09:02:10,96.72377683245867,41
2024-01-01 09:02:15,96.56987459250767,54
2024-01-01 09:02:20,96.38058995232745,21
2024-01-01 09:02:25,97.0823538996142,90
2024-01-01 09:02:30,96.89148767912666,13
2024-01-01 09:02:35,97.51863639748943,81
2024-01-01 09:02:40,97.82793813590433,66
2024-01-01 09:02:45,98.17585442547649,22
2024-01-01 09:02:50,97.93447563929219,81
2024-01-01 09:02:55,97.02614017264314,69
2024-01-01 09:03:00,96.08207490775798,9
2024-01-01 09:03:05,96.62576375455669,42
2024-01-01 09:03:10,96.89194735212291,19
2024-01-01 09:03:15,97.44906510185507,11
2024-01-01 09:03:20,97.12668951022594,3
2024-01-01 09:03:25,96.68240458212269,26
2024-01-01 09:03:30,97.18600897550743,39
2024-01-01 09:03:35,97.64672506400402,44
2024-01-01 09:03:40,97.82284832929358,26
2024-01-01 09:03:45,97.81324220650684,44
2024-01-01 09:03:50,97.60666304304866,62
2024-01-01 09:03:55,97.2150536108344,5
2024-01-01 09:04:00,97.83623563210395,60
2024-01-01 09:04:05,98.30965443736127,97
2024-01-01 09:04:10,98.24269150455177,20
2024-01-01 09:04:15,97.79442975813231,37
2024-01-01 09:04:20,97.41833652994042,66
2024-01-01 09:04:25,97.92656951614656,85
2024-01-01 09:04:30,97.45880633002216,39
2024-01-01 09:04:35,96.65283882105089,29
2024-01-01 09:04:40,95.81030962870916,0
2024-01-01 09:04:45,94.94302579917178,13
2024-01-01 09:04:50,95.71841903910459,65
2024-01-01 09:04:55,95.75681982076772,73
2024-01-01 09:05:00,95.26357926599744,86
2024-01-01 09:05:05,94.99380742194377,10
2024-01-01 09:05:10,95.66207720724121,81
2024-01-01 09:05:15,95.96087426888585,52
2024-01-01 09:05:20,95.67730996168996,32
2024-01-01 09:05:25,95.2083914497454,28
2024-01-01 09:05:30,94.73172124946983,83
2024-01-01 09:05:35,95.38987261197421,56
2024-01-01 09:05:40,95.05770729443822,54
2024-01-01 09:05:45,94.46375911259443,9
2024-01-01 09:05:50,93.89296681840406,59
2024-01-01 09:05:55,93.19774742407714,6
