timestamp,high,open,low,close,volume
2024-01-01 09:00:00,100.82403304139795,100.47236754283833,100.10770306159543,100.94473508567665,838
2024-01-01 09:01:00,101.11353944106767,100.66132063939644,100.43254634529906,100.85027373595454,849
2024-01-01 09:02:00,101.41751874007517,101.28641441557717,100.79178427140837,101.9115081917579,500
2024-01-01 09:03:00,102.10417565815635,101.78285534571481,101.72288673112732,102.27929627585245,795
2024-01-01 09:04:00,101.98536444899625,101.83179499117101,101.63167966108733,101.88073463662721,489
2024-01-01 09:05:00,102.02523843099283,101.63109036511847,101.14237687949625,101.43038573906593,305
2024-01-01 09:06:00,102.11147665220965,102.11132859481793,102.04360075084712,102.5915668245174,962
2024-01-01 09:07:00,102.49584441552776,102.38984909285884,101.94406760619749,102.66836959089974,921
2024-01-01 09:08:00,103.22515317625856,102.99848148141528,102.71905046262691,103.60711386997173,843
2024-01-01 09:09:00,103.40165277577262,103.25131187751589,102.77474851540528,103.5041422736165,783
2024-01-01 09:10:00,104.114907397128,103.95458761333336,103.6523899856199,104.65786334915083,796
2024-01-01 09:11:00,104.91447670847282,104.86685078021118,104.37999350109939,105.779113947089,931
2024-01-01 09:12:00,106.09792060922945,105.86282492667665,105.71362445079703,106.85879907314212,984
2024-01-01 09:13:00,107.18097027345955,106.66665503263945,106.29483265292107,107.47048513860226,460
2024-01-01 09:14:00,108.0489093800923,107.51356263440765,107.05345575845898,108.36047023617584,813
2024-01-01 09:15:00,107.68691650958996,107.32771004255083,107.23168690456751,107.14185745069402,624
2024-01-01 09:16:00,107.74298969793143,107.46094477223069,107.35648674672795,107.59417950191055,627
2024-01-01 09:17:00,107.13501746187134,107.07334507824659,106.66568771249273,106.68574538426249,958
2024-01-01 09:18:00,107.13652483049276,107.13247181654968,106.94632679050143,107.19159855485277,541
2024-01-01 09:19:00,108.52719587166673,108.18918821624463,107.79306537598393,109.24590461593958,462
2024-01-01 09:20:00,108.21812085711456,107.69238927137599,107.64486103877496,107.19559032650734,789
2024-01-01 09:21:00,107.4397844575951,107.39879209856244,107.37514650739654,107.10519492574889,27
2024-01-01 09:22:00,107.96033790262831,107.67192693040809,107.60103710857692,107.94506176225374,276
2024-01-01 09:23:00,107.47325801930907,107.17627954180448,106.67521613164918,106.68063215320086,661
2024-01-01 09:24:00,107.68367783327048,107.67339261564182,107.55063333585919,108.17050568947916,766
2024-01-01 09:25:00,108.64389632411081,108.47482067804442,107.98240039925317,109.27624874044703,158
2024-01-01 09:26:00,108.68145808019885,108.22167730066178,107.90284378435406,107.96853392327914,10
