timestamp,price,volume
2024-01-01 09:00:00,100.78148416176523,76
2024-01-01 09:00:05,100.31744343969922,82
2024-01-01 09:00:10,100.72982074012248,10
2024-01-01 09:00:15,100.54075880401778,60
2024-01-01 09:00:20,100.28453355665185,5
2024-01-01 09:00:25,101.10856660621964,38
2024-01-01 09:00:30,101.77609610575172,4
2024-01-01 09:00:35,100.99772023710634,63
2024-01-01 09:00:40,101.84672048522208,93
2024-01-01 09:00:45,101.66737798741264,50
2024-01-01 09:00:50,100.69585448136854,66
2024-01-01 09:00:55,101.02291662345056,62
2024-01-01 09:01:00,100.8890027088495,31
2024-01-01 09:01:05,101.37621159874539,46
2024-01-01 09:01:10,101.1079988218059,76
2024-01-01 09:01:15,100.33086926522157,28
2024-01-01 09:01:20,99.4420680524031,75
2024-01-01 09:01:25,99.34189568347792,77
2024-01-01 09:01:30,98.75522988827791,2
2024-01-01 09:01:35,99.56987233705689,1
2024-01-01 09:01:40,100.06546708026451,40
2024-01-01 09:01:45,99.63182622636704,69
2024-01-01 09:01:50,99.11869407355341,4
2024-01-01 09:01:55,99.80136968453145,79
2024-01-01 09:02:00,100.10527430162493,55
2024-01-01 09:02:05,99.4645158856933,20
2024-01-01 09:02:10,99.09966206329074,76
2024-01-01 09:02:15,98.92890696767356,82
2024-01-01 09:02:20,99.37479481874959,33
2024-01-01 09:02:25,99.34671777043259,88
2024-01-01 09:02:30,99.81009616812135,94
2024-01-01 09:02:35,98.82661671420507,83
2024-01-01 09:02:40,98.81816090830509,1
2024-01-01 09:02:45,97.85514428074566,30
2024-01-01 09:02:50,96.94370617803588,93
2024-01-01 09:02:55,97.28615589672246,49
2024-01-01 09:03:00,98.05484938739662,67
2024-01-01 09:03:05,98.38842514570975,88
2024-01-01 09:03:10,98.05227854273537,69
2024-01-01 09:03:15,98.73545557271271,5
2024-01-01 09:03:20,99.64387678594795,39
2024-01-01 09:03:25,100.10752327006438,70
2024-01-01 09:03:30,99.27061980542014,85
2024-01-01 09:03:35,99.18337497724575,42
2024-01-01 09:03:40,98.39516004197182,33
2024-01-01 09:03:45,98.89393187241576,49
2024-01-01 09:03:50,99.62099559795232,28
2024-01-01 09:03:55,100.34431510924006,93
2024-01-01 09:04:00,99.35335609192474,98
2024-01-01 09:04:05,99.15879099459066,67
2024-01-01 09:04:10,98.51260443078493,26
2024-01-01 09:04:15,99.10731433289585,56
2024-01-01 09:04:20,98.44596073563956,33
